,행정구역,2019년_계_총인구수,2019년_계_0~9세,2019년_계_10~19세,2019년_계_20~29세,2019년_계_30~39세,2019년_계_40~49세,2019년_계_50~59세,2019년_계_60~69세,2019년_계_70~79세,2019년_계_80~89세,2019년_계_90~99세,2019년_계_100세 이상,2019년_남_총인구수,2019년_남_연령구간인구수,2019년_남_0~9세,2019년_남_10~19세,2019년_남_20~29세,2019년_남_30~39세,2019년_남_40~49세,2019년_남_50~59세,2019년_남_60~69세,2019년_남_70~79세,2019년_남_80~89세,2019년_남_90~99세,2019년_남_100세 이상,2019년_여_총인구수,2019년_여_연령구간인구수,2019년_여_0~9세,2019년_여_10~19세,2019년_여_20~29세,2019년_여_30~39세,2019년_여_40~49세,2019년_여_50~59세,2019년_여_60~69세,2019년_여_70~79세,2019년_여_80~89세,2019년_여_90~99세,2019년_여_100세 이상,2020년_계_총인구수,2020년_계_0~9세,2020년_계_10~19세,2020년_계_20~29세,2020년_계_30~39세,2020년_계_40~49세,2020년_계_50~59세,2020년_계_60~69세,2020년_계_70~79세,2020년_계_80~89세,2020년_계_90~99세,2020년_계_100세 이상,2020년_남_총인구수,2020년_남_연령구간인구수,2020년_남_0~9세,2020년_남_10~19세,2020년_남_20~29세,2020년_남_30~39세,2020년_남_40~49세,2020년_남_50~59세,2020년_남_60~69세,2020년_남_70~79세,2020년_남_80~89세,2020년_남_90~99세,2020년_남_100세 이상,2020년_여_총인구수,2020년_여_연령구간인구수,2020년_여_0~9세,2020년_여_10~19세,2020년_여_20~29세,2020년_여_30~39세,2020년_여_40~49세,2020년_여_50~59세,2020년_여_60~69세,2020년_여_70~79세,2020년_여_80~89세,2020년_여_90~99세,2020년_여_100세 이상,2021년_계_총인구수,2021년_계_0~9세,2021년_계_10~19세,2021년_계_20~29세,2021년_계_30~39세,2021년_계_40~49세,2021년_계_50~59세,2021년_계_60~69세,2021년_계_70~79세,2021년_계_80~89세,2021년_계_90~99세,2021년_계_100세 이상,2021년_남_총인구수,2021년_남_연령구간인구수,2021년_남_0~9세,2021년_남_10~19세,2021년_남_20~29세,2021년_남_30~39세,2021년_남_40~49세,2021년_남_50~59세,2021년_남_60~69세,2021년_남_70~79세,2021년_남_80~89세,2021년_남_90~99세,2021년_남_100세 이상,2021년_여_총인구수,2021년_여_연령구간인구수,2021년_여_0~9세,2021년_여_10~19세,2021년_여_20~29세,2021년_여_30~39세,2021년_여_40~49세,2021년_여_50~59세,2021년_여_60~69세,2021년_여_70~79세,2021년_여_80~89세,2021년_여_90~99세,2021년_여_100세 이상,2022년_계_총인구수,2022년_계_0~9세,2022년_계_10~19세,2022년_계_20~29세,2022년_계_30~39세,2022년_계_40~49세,2022년_계_50~59세,2022년_계_60~69세,2022년_계_70~79세,2022년_계_80~89세,2022년_계_90~99세,2022년_계_100세 이상,2022년_남_총인구수,2022년_남_연령구간인구수,2022년_남_0~9세,2022년_남_10~19세,2022년_남_20~29세,2022년_남_30~39세,2022년_남_40~49세,2022년_남_50~59세,2022년_남_60~69세,2022년_남_70~79세,2022년_남_80~89세,2022년_남_90~99세,2022년_남_100세 이상,2022년_여_총인구수,2022년_여_연령구간인구수,2022년_여_0~9세,2022년_여_10~19세,2022년_여_20~29세,2022년_여_30~39세,2022년_여_40~49세,2022년_여_50~59세,2022년_여_60~69세,2022년_여_70~79세,2022년_여_80~89세,2022년_여_90~99세,2022년_여_100세 이상,2023년_계_총인구수,2023년_계_0~9세,2023년_계_10~19세,2023년_계_20~29세,2023년_계_30~39세,2023년_계_40~49세,2023년_계_50~59세,2023년_계_60~69세,2023년_계_70~79세,2023년_계_80~89세,2023년_계_90~99세,2023년_계_100세 이상,2023년_남_총인구수,2023년_남_연령구간인구수,2023년_남_0~9세,2023년_남_10~19세,2023년_남_20~29세,2023년_남_30~39세,2023년_남_40~49세,2023년_남_50~59세,2023년_남_60~69세,2023년_남_70~79세,2023년_남_80~89세,2023년_남_90~99세,2023년_남_100세 이상,2023년_여_총인구수,2023년_여_연령구간인구수,2023년_여_0~9세,2023년_여_10~19세,2023년_여_20~29세,2023년_여_30~39세,2023년_여_40~49세,2023년_여_50~59세,2023년_여_60~69세,2023년_여_70~79세,2023년_여_80~89세,2023년_여_90~99세,2023년_여_100세 이상,2024년_계_총인구수,2024년_계_0~9세,2024년_계_10~19세,2024년_계_20~29세,2024년_계_30~39세,2024년_계_40~49세,2024년_계_50~59세,2024년_계_60~69세,2024년_계_70~79세,2024년_계_80~89세,2024년_계_90~99세,2024년_계_100세 이상,2024년_남_총인구수,2024년_남_연령구간인구수,2024년_남_0~9세,2024년_남_10~19세,2024년_남_20~29세,2024년_남_30~39세,2024년_남_40~49세,2024년_남_50~59세,2024년_남_60~69세,2024년_남_70~79세,2024년_남_80~89세,2024년_남_90~99세,2024년_남_100세 이상,2024년_여_총인구수,2024년_여_연령구간인구수,2024년_여_0~9세,2024년_여_10~19세,2024년_여_20~29세,2024년_여_30~39세,2024년_여_40~49세,2024년_여_50~59세,2024년_여_60~69세,2024년_여_70~79세,2024년_여_80~89세,2024년_여_90~99세,2024년_여_100세 이상
71,광주광역시 북구 (2917000000),"433,533","35,183","45,269","62,730","57,542","68,651","72,759","49,999","28,375","11,361","1,549",115,"215,260","215,260","18,013","23,960","33,088","29,708","34,317","35,417","23,903","12,567","3,953",320,14,"218,273","218,273","17,170","21,309","29,642","27,834","34,334","37,342","26,096","15,808","7,408","1,229",101,"430,431","33,549","42,971","62,504","55,549","67,402","71,836","53,337","29,414","12,032","1,718",119,"213,611","213,611","17,135","22,648","32,936","28,847","33,788","35,099","25,398","13,169","4,238",342,11,"216,820","216,820","16,414","20,323","29,568","26,702","33,614","36,737","27,939","16,245","7,794","1,376",108,"427,114","31,994","41,359","61,142","54,563","65,746","71,348","56,057","30,050","12,971","1,827",57,"211,999","211,999","16,375","21,770","32,157","28,456","33,096","34,959","26,636","13,488","4,671",385,6.0,"215,115","215,115","15,619","19,589","28,985","26,107","32,650","36,389","29,421","16,562","8,300","1,442",51,"424,707","30,467","40,905","58,344","53,745","65,313","71,277","57,794","30,516","14,371","1,926",49,"210,416","210,416","15,567","21,483","30,693","27,981","32,921","34,969","27,381","13,674","5,324",421,2.0,"214,291","214,291","14,900","19,422","27,651","25,764","32,392","36,308","30,413","16,842","9,047","1,505",47,"421,683","28,793","39,979","55,548","52,868","64,391","71,460","60,079","31,636","14,804","2,072",53,"208,679","208,679","14,630","20,950","29,241","27,588","32,529","35,177","28,446","14,124","5,525",465,4.0,"213,004","213,004","14,163","19,029","26,307","25,280","31,862","36,283","31,633","17,512","9,279","1,607",49,"423,961","27,542","39,972","53,157","54,118","63,244","72,552","62,132","33,354","15,493","2,345",52,"209,598","209,598","14,043","20,825","27,981","28,193","32,086","35,733","29,434","14,916","5,841",542,4.0,"214,363","214,363","13,499","19,147","25,176","25,925","31,158","36,819","32,698","18,438","9,652","1,803",48
72,광주광역시 광산구 (2920000000),"405,315","42,983","54,317","56,865","56,796","77,412","61,640","30,193","16,681","7,348","1,018",62,"203,983","203,983","22,118","27,964","30,014","28,594","38,721","32,230","14,922","7,076","2,151",189,4,"201,332","201,332","20,865","26,353","26,851","28,202","38,691","29,410","15,271","9,605","5,197",829,58,"405,579","39,912","52,506","58,706","54,702","76,634","63,802","33,246","17,134","7,699","1,172",66,"204,296","204,296","20,463","27,012","31,150","27,816","38,171","33,169","16,663","7,352","2,279",216,5,"201,283","201,283","19,449","25,494","27,556","26,886","38,463","30,633","16,583","9,782","5,420",956,61,"404,221","37,540","51,181","58,371","52,986","75,051","66,470","35,946","17,217","8,219","1,206",34,"203,707","203,707","19,244","26,291","31,053","27,065","37,254","34,457","18,115","7,507","2,502",215,4.0,"200,514","200,514","18,296","24,890","27,318","25,921","37,797","32,013","17,831","9,710","5,717",991,30,"400,654","34,393","50,786","56,720","51,054","73,535","68,510","38,145","17,417","8,856","1,207",31,"201,971","201,971","17,607","26,176","30,077","26,308","36,385","35,262","19,457","7,675","2,813",208,3.0,"198,683","198,683","16,786","24,610","26,643","24,746","37,150","33,248","18,688","9,742","6,043",999,28,"396,741","31,600","49,448","55,117","49,781","71,122","70,512","40,811","17,999","9,062","1,250",39,"200,098","200,098","16,169","25,448","29,283","25,885","35,206","35,997","20,952","7,990","2,958",209,1.0,"196,643","196,643","15,431","24,000","25,834","23,896","35,916","34,515","19,859","10,009","6,104","1,041",38,"391,611","28,815","48,180","53,125","49,042","67,509","71,992","43,281","18,962","9,210","1,462",33,"197,732","197,732","14,662","24,763","28,358","25,736","33,449","36,564","22,329","8,528","3,076",262,5.0,"193,879","193,879","14,153","23,417","24,767","23,306","34,060","35,428","20,952","10,434","6,134","1,200",28
74,대전광역시 동구 (3011000000),"226,771","16,248","20,891","30,798","27,440","34,796","37,871","31,092","18,551","7,926","1,073",85,"114,447","114,447","8,375","10,796","16,458","14,659","18,337","19,294","15,068","8,326","2,847",263,24,"112,324","112,324","7,873","10,095","14,340","12,781","16,459","18,577","16,024","10,225","5,079",810,61,"223,021","15,010","19,901","30,186","25,852","34,080","36,736","32,564","19,150","8,315","1,129",98,"112,416","112,416","7,725","10,325","15,943","13,992","17,910","18,839","15,786","8,596","2,988",284,28,"110,605","110,605","7,285","9,576","14,243","11,860","16,170","17,897","16,778","10,554","5,327",845,70,"222,222","14,156","19,474","30,090","25,243","33,446","36,280","34,291","19,154","8,880","1,174",34,"111,953","111,953","7,348","10,087","15,862","13,646","17,511","18,762","16,588","8,640","3,215",288,6.0,"110,269","110,269","6,808","9,387","14,228","11,597","15,935","17,518","17,703","10,514","5,665",886,28,"219,751","13,190","19,142","29,223","24,554","32,541","35,867","34,891","19,438","9,639","1,231",35,"110,590","110,590","6,852","9,884","15,476","13,283","16,961","18,553","16,883","8,832","3,552",308,6.0,"109,161","109,161","6,338","9,258","13,747","11,271","15,580","17,314","18,008","10,606","6,087",923,29,"217,628","12,176","18,785","28,803","23,856","31,202","36,364","35,060","19,907","10,115","1,320",40,"109,555","109,555","6,316","9,674","15,208","12,980","16,282","18,877","17,085","9,035","3,760",330,8.0,"108,073","108,073","5,860","9,111","13,595","10,876","14,920","17,487","17,975","10,872","6,355",990,32,"218,513","11,766","18,563","28,291","24,715","30,243","36,545","35,347","20,945","10,572","1,483",43,"109,950","109,950","6,105","9,586","14,945","13,382","15,738","19,076","17,227","9,522","3,988",370,11.0,"108,563","108,563","5,661","8,977","13,346","11,333","14,505","17,469","18,120","11,423","6,584","1,113",32
75,대전광역시 중구 (3014000000),"240,473","16,647","23,326","31,478","27,951","38,258","40,494","32,297","19,981","8,793","1,171",77,"118,864","118,864","8,505","12,077","16,241","14,331","19,458","20,305","15,349","9,004","3,299",276,19,"121,609","121,609","8,142","11,249","15,237","13,620","18,800","20,189","16,948","10,977","5,494",895,58,"235,550","15,174","21,987","30,940","26,091","36,905","39,694","33,603","20,588","9,214","1,269",85,"116,233","116,233","7,763","11,332","15,848","13,430","18,729","20,046","16,011","9,269","3,475",309,21,"119,317","119,317","7,411","10,655","15,092","12,661","18,176","19,648","17,592","11,319","5,739",960,64,"230,341","13,883","20,948","30,051","24,970","35,204","38,869","34,798","20,521","9,735","1,326",36,"113,507","113,507","7,099","10,816","15,297","12,898","17,799","19,703","16,646","9,189","3,740",312,8.0,"116,834","116,834","6,784","10,132","14,754","12,072","17,405","19,166","18,152","11,332","5,995","1,014",28,"227,108","13,040","20,447","28,914","24,577","34,019","38,243","35,114","20,726","10,590","1,395",43,"111,703","111,703","6,624","10,493","14,682","12,773","17,112","19,422","16,822","9,317","4,082",366,10.0,"115,405","115,405","6,416","9,954","14,232","11,804","16,907","18,821","18,292","11,409","6,508","1,029",33,"223,256","11,843","19,722","27,528","23,849","32,213","38,720","35,398","21,402","11,015","1,520",46,"109,626","109,626","6,055","10,106","13,975","12,338","16,243","19,648","16,970","9,641","4,238",401,11.0,"113,630","113,630","5,788","9,616","13,553","11,511","15,970","19,072","18,428","11,761","6,777","1,119",35,"225,008","12,033","19,701","26,081","25,232","31,600","38,927","35,694","22,581","11,410","1,704",45,"110,338","110,338","6,160","10,042","13,201","13,094","15,874","19,752","17,249","10,054","4,436",465,11.0,"114,670","114,670","5,873","9,659","12,880","12,138","15,726","19,175","18,445","12,527","6,974","1,239",34
76,대전광역시 서구 (3017000000),"481,222","40,343","52,034","73,711","67,975","80,080","78,531","51,385","24,579","10,957","1,542",85,"236,851","236,851","20,718","26,911","37,620","34,474","38,791","37,997","24,916","11,198","3,845",363,18,"244,371","244,371","19,625","25,123","36,091","33,501","41,289","40,534","26,469","13,381","7,112","1,179",67,"477,880","38,092","49,693","74,090","65,899","78,525","77,731","54,755","26,027","11,304","1,672",92,"235,112","235,112","19,661","25,654","37,740","33,683","37,979","37,636","26,346","11,962","4,047",386,18,"242,768","242,768","18,431","24,039","36,350","32,216","40,546","40,095","28,409","14,065","7,257","1,286",74,"473,365","35,861","48,149","72,847","64,713","76,261","76,797","58,390","26,485","12,047","1,766",49,"232,714","232,714","18,470","24,805","37,149","33,146","36,910","37,251","27,998","12,130","4,451",397,7.0,"240,651","240,651","17,391","23,344","35,698","31,567","39,351","39,546","30,392","14,355","7,596","1,369",42,"470,374","34,001","47,555","70,677","63,906","74,920","76,468","60,510","27,494","12,924","1,868",51,"230,998","230,998","17,523","24,460","35,935","32,747","36,344","37,104","28,950","12,624","4,892",412,7.0,"239,376","239,376","16,478","23,095","34,742","31,159","38,576","39,364","31,560","14,870","8,032","1,456",44,"464,634","31,263","46,375","68,332","63,357","72,291","77,022","61,687","28,832","13,380","2,040",55,"228,024","228,024","16,071","23,930","34,588","32,781","35,111","37,294","29,338","13,329","5,077",495,10.0,"236,610","236,610","15,192","22,445","33,744","30,576","37,180","39,728","32,349","15,503","8,303","1,545",45,"457,951","28,612","45,276","65,571","62,750","69,441","76,660","62,618","30,879","13,864","2,232",48,"224,447","224,447","14,699","23,295","32,986","32,684","33,819","37,079","29,748","14,248","5,327",554,8.0,"233,504","233,504","13,913","21,981","32,585","30,066","35,622","39,581","32,870","16,631","8,537","1,678",40
77,대전광역시 유성구 (3020000000),"349,373","36,686","39,145","51,684","56,841","60,821","53,385","30,799","12,796","6,162",998,56,"176,415","176,415","18,950","20,365","27,875","29,259","29,949","26,514","15,469","5,808","1,995",219,12,"172,958","172,958","17,736","18,780","23,809","27,582","30,872","26,871","15,330","6,988","4,167",779,44,"351,047","34,946","38,155","52,744","56,069","60,445","54,074","33,611","13,453","6,411","1,082",57,"177,240","177,240","17,980","19,752","28,314","29,156","29,737","26,996","16,723","6,215","2,109",246,12,"173,807","173,807","16,966","18,403","24,430","26,913","30,708","27,078","16,888","7,238","4,302",836,45,"351,277","33,129","37,818","52,312","54,802","59,950","54,745","36,673","13,867","6,816","1,141",24,"177,463","177,463","17,061","19,578","28,055","28,748","29,452","27,333","18,166","6,509","2,308",250,3.0,"173,814","173,814","16,068","18,240","24,257","26,054","30,498","27,412","18,507","7,358","4,508",891,21,"356,093","32,146","37,990","52,333","55,219","60,175","55,889","39,097","14,782","7,201","1,232",29,"180,166","180,166","16,508","19,789","28,233","29,148","29,503","27,890","19,288","6,995","2,525",285,2.0,"175,927","175,927","15,638","18,201","24,100","26,071","30,672","27,999","19,809","7,787","4,676",947,27,"366,845","32,483","38,502","53,122","57,554","60,825","58,164","41,461","15,922","7,429","1,345",38,"185,786","185,786","16,762","19,967","28,678","30,462","30,055","28,813","20,403","7,655","2,673",316,2.0,"181,059","181,059","15,721","18,535","24,444","27,092","30,770","29,351","21,058","8,267","4,756","1,029",36,"369,468","30,831","38,282","53,141","58,635","59,481","59,015","43,463","17,461","7,690","1,427",42,"187,149","187,149","15,975","19,714","28,671","31,211","29,534","29,068","21,347","8,477","2,811",337,4.0,"182,319","182,319","14,856","18,568","24,470","27,424","29,947","29,947","22,116","8,984","4,879","1,090",38
78,대전광역시 대덕구 (3023000000),"177,031","11,905","17,783","24,958","20,273","28,526","33,588","22,734","11,606","5,015",613,30,"90,030","90,030","6,052","9,289","13,865","10,898","14,553","17,077","11,255","5,146","1,770",117,8,"87,001","87,001","5,853","8,494","11,093","9,375","13,973","16,511","11,479","6,460","3,245",496,22,"176,384","11,307","16,700","24,528","20,177","27,261","33,686","24,620","12,102","5,275",689,39,"89,698","89,698","5,693","8,714","13,576","11,032","13,883","17,121","12,194","5,467","1,866",142,10,"86,686","86,686","5,614","7,986","10,952","9,145","13,378","16,565","12,426","6,635","3,409",547,29,"175,046","10,519","15,786","24,097","19,941","26,157","33,326","26,362","12,363","5,721",748,26,"88,989","88,989","5,317","8,241","13,301","10,940","13,400","16,918","13,008","5,671","2,033",158,2.0,"86,057","86,057","5,202","7,545","10,796","9,001","12,757","16,408","13,354","6,692","3,688",590,24,"172,746","9,856","15,154","22,740","19,735","24,999","32,793","27,643","12,689","6,287",827,23,"87,788","87,788","5,030","7,909","12,500","10,947","12,884","16,605","13,640","5,844","2,250",178,1.0,"84,958","84,958","4,826","7,245","10,240","8,788","12,115","16,188","14,003","6,845","4,037",649,22,"169,853","8,962","14,452","21,443","19,349","23,600","32,988","28,420","13,077","6,634",896,32,"86,301","86,301","4,586","7,550","11,741","10,814","12,225","16,702","14,070","6,017","2,384",211,1.0,"83,552","83,552","4,376","6,902","9,702","8,535","11,375","16,286","14,350","7,060","4,250",685,31,"168,217","8,271","13,791","20,386","19,605","22,345","32,636","29,338","14,059","6,765",984,37,"85,407","85,407","4,176","7,218","11,157","11,041","11,555","16,558","14,551","6,471","2,451",226,3.0,"82,810","82,810","4,095","6,573","9,229","8,564","10,790","16,078","14,787","7,588","4,314",758,34
80,울산광역시 중구 (3111000000),"223,581","18,033","21,181","28,559","28,405","35,613","42,564","30,092","13,668","4,809",605,52,"113,526","113,526","9,352","11,335","15,928","14,853","18,040","21,251","14,758","6,244","1,657",98,10,"110,055","110,055","8,681","9,846","12,631","13,552","17,573","21,313","15,334","7,424","3,152",507,42,"217,595","16,638","20,118","26,816","26,371","34,258","41,403","31,856","14,282","5,163",630,60,"110,201","110,201","8,579","10,738","14,945","13,823","17,485","20,616","15,511","6,576","1,805",110,13,"107,394","107,394","8,059","9,380","11,871","12,548","16,773","20,787","16,345","7,706","3,358",520,47,"212,883","15,265","19,455","25,187","25,105","33,097","40,252","33,526","14,861","5,467",657,11,"107,736","107,736","7,858","10,332","14,133","13,186","16,910","20,049","16,319","6,885","1,950",113,1.0,"105,147","105,147","7,407","9,123","11,054","11,919","16,187","20,203","17,207","7,976","3,517",544,10,"208,132","13,863","19,294","23,086","23,751","32,167","39,041","34,511","15,657","6,040",709,13,"105,257","105,257","7,124","10,267","12,962","12,656","16,411","19,328","16,871","7,278","2,230",129,1.0,"102,875","102,875","6,739","9,027","10,124","11,095","15,756","19,713","17,640","8,379","3,810",580,12,"208,668","13,551","19,182","21,844","24,464","31,529","38,995","35,222","16,621","6,457",790,13,"105,547","105,547","6,988","10,140","12,323","13,145","16,130","19,299","17,169","7,747","2,446",159,1.0,"103,121","103,121","6,563","9,042","9,521","11,319","15,399","19,696","18,053","8,874","4,011",631,12,"207,000","12,568","18,972","20,525","24,700","30,593","38,066","36,172","17,687","6,875",831,11,"104,744","104,744","6,518","9,929","11,645","13,388","15,716","18,798","17,703","8,284","2,583",178,2.0,"102,256","102,256","6,050","9,043","8,880","11,312","14,877","19,268","18,469","9,403","4,292",653,9
81,울산광역시 남구 (3114000000),"323,819","24,869","32,456","46,972","43,411","53,279","62,517","38,803","15,628","5,220",631,33,"165,062","165,062","12,822","17,138","26,267","22,845","25,860","31,535","19,329","7,423","1,728",105,10,"158,757","158,757","12,047","15,318","20,705","20,566","27,419","30,982","19,474","8,205","3,492",526,23,"320,064","23,877","30,560","45,747","42,180","51,653","61,818","41,402","16,471","5,644",678,34,"163,198","163,198","12,295","16,170","25,501","22,467","25,173","31,077","20,579","7,856","1,947",125,8,"156,866","156,866","11,582","14,390","20,246","19,713","26,480","30,741","20,823","8,615","3,697",553,26,"313,819","22,540","29,145","43,368","40,846","49,604","60,666","43,790","17,133","5,993",721,13,"160,055","160,055","11,593","15,408","24,203","21,901","24,419","30,324","21,792","8,144","2,141",130,0.0,"153,764","153,764","10,947","13,737","19,165","18,945","25,185","30,342","21,998","8,989","3,852",591,13,"310,638","21,253","28,756","40,791","40,621","48,353","59,535","45,735","18,191","6,666",729,8,"158,374","158,374","10,935","15,150","22,784","22,004","23,976","29,544","22,687","8,701","2,446",147,0.0,"152,264","152,264","10,318","13,606","18,007","18,617","24,377","29,991","23,048","9,490","4,220",582,8,"307,232","19,890","28,168","38,462","40,437","46,788","59,088","47,028","19,465","7,073",822,11,"156,729","156,729","10,230","14,759","21,567","22,110","23,443","29,147","23,339","9,308","2,653",172,1.0,"150,503","150,503","9,660","13,409","16,895","18,327","23,345","29,941","23,689","10,157","4,420",650,10,"304,885","18,624","27,848","36,688","40,668","45,243","58,002","48,350","21,119","7,404",921,18,"155,771","155,771","9,573","14,572","20,821","22,397","22,811","28,491","23,928","10,131","2,824",222,1.0,"149,114","149,114","9,051","13,276","15,867","18,271","22,432","29,511","24,422","10,988","4,580",699,17
82,울산광역시 동구 (3117000000),"159,656","16,188","15,858","18,579","25,139","25,685","26,844","21,069","7,611","2,307",353,23,"83,391","83,391","8,330","8,337","10,409","13,822","13,858","13,194","10,827","3,862",702,46,4,"76,265","76,265","7,858","7,521","8,170","11,317","11,827","13,650","10,242","3,749","1,605",307,19,"156,806","14,889","15,611","17,725","23,042","25,990","25,702","22,709","8,277","2,467",367,27,"81,999","81,999","7,618","8,240","10,012","12,688","14,136","12,746","11,471","4,220",812,51,5,"74,807","74,807","7,271","7,371","7,713","10,354","11,854","12,956","11,238","4,057","1,655",316,22,"154,096","13,711","15,654","16,724","21,336","26,172","24,775","23,831","8,881","2,645",359,8,"80,417","80,417","6,981","8,295","9,374","11,721","14,262","12,480","11,802","4,539",908,54,1.0,"73,679","73,679","6,730","7,359","7,350","9,615","11,910","12,295","12,029","4,342","1,737",305,7,"151,711","12,349","15,848","15,851","19,658","26,573","24,141","24,312","9,644","2,959",369,7,"79,162","79,162","6,302","8,429","8,870","10,867","14,404","12,325","11,896","4,948","1,067",54,0.0,"72,549","72,549","6,047","7,419","6,981","8,791","12,169","11,816","12,416","4,696","1,892",315,7,"152,287","11,511","16,072","15,456","18,929","26,984","24,339","24,842","10,503","3,249",387,15,"79,411","79,411","5,853","8,463","8,724","10,517","14,633","12,493","12,105","5,329","1,221",70,3.0,"72,876","72,876","5,658","7,609","6,732","8,412","12,351","11,846","12,737","5,174","2,028",317,12,"150,836","10,174","16,340","14,957","17,955","26,541","24,390","25,103","11,543","3,410",409,14,"78,697","78,697","5,153","8,519","8,521","10,061","14,368","12,650","12,172","5,837","1,334",80,2.0,"72,139","72,139","5,021","7,821","6,436","7,894","12,173","11,740","12,931","5,706","2,076",329,12
83,울산광역시 북구 (3120000000),"217,796","26,241","23,860","28,353","35,484","37,945","38,154","17,506","6,943","2,870",423,17,"112,588","112,588","13,455","12,500","15,880","18,283","19,333","19,964","9,146","3,146",816,62,3,"105,208","105,208","12,786","11,360","12,473","17,201","18,612","18,190","8,360","3,797","2,054",361,14,"219,014","25,296","23,659","27,769","34,264","38,590","38,708","19,850","7,397","3,022",439,20,"113,392","113,392","12,989","12,333","15,677","17,843","19,748","19,992","10,413","3,442",885,66,4,"105,622","105,622","12,307","11,326","12,092","16,421","18,842","18,716","9,437","3,955","2,137",373,16,"218,735","24,039","23,783","26,213","32,810","39,009","38,898","22,365","7,904","3,224",473,17,"113,265","113,265","12,400","12,289","15,040","17,110","20,001","19,842","11,777","3,726","1,006",73,1.0,"105,470","105,470","11,639","11,494","11,173","15,700","19,008","19,056","10,588","4,178","2,218",400,16,"218,670","22,491","24,475","24,706","31,523","39,540","38,913","24,503","8,494","3,505",507,13,"112,993","112,993","11,554","12,632","14,227","16,474","20,300","19,569","12,950","4,048","1,150",88,1.0,"105,677","105,677","10,937","11,843","10,479","15,049","19,240","19,344","11,553","4,446","2,355",419,12,"216,477","20,365","24,718","23,481","29,927","39,323","38,893","26,417","9,080","3,706",553,14,"112,115","112,115","10,450","12,714","13,738","15,942","20,195","19,313","14,025","4,398","1,237",102,1.0,"104,362","104,362","9,915","12,004","9,743","13,985","19,128","19,580","12,392","4,682","2,469",451,13,"216,522","18,995","25,184","22,517","29,687","38,727","38,844","28,219","9,857","3,882",590,20,"112,339","112,339","9,720","12,976","13,378","16,029","19,865","19,174","14,959","4,772","1,352",112,2.0,"104,183","104,183","9,275","12,208","9,139","13,658","18,862","19,670","13,260","5,085","2,530",478,18
84,울산광역시 울주군 (3171000000),"223,167","19,040","23,378","26,674","27,304","38,249","41,280","27,181","13,096","6,016",916,33,"115,145","115,145","9,798","12,227","15,069","14,407","19,621","21,947","14,014","6,026","1,877",155,4,"108,022","108,022","9,242","11,151","11,605","12,897","18,628","19,333","13,167","7,070","4,139",761,29,"222,538","17,806","22,472","26,512","25,848","37,317","41,890","29,530","13,741","6,416",972,34,"114,918","114,918","9,138","11,693","15,065","13,744","19,102","22,179","15,276","6,481","2,054",181,5,"107,620","107,620","8,668","10,779","11,447","12,104","18,215","19,711","14,254","7,260","4,362",791,29,"222,059","16,463","21,953","25,930","24,794","36,072","42,465","32,263","14,245","6,790","1,066",18,"114,744","114,744","8,470","11,419","14,838","13,227","18,492","22,367","16,703","6,816","2,213",198,1.0,"107,315","107,315","7,993","10,534","11,092","11,567","17,580","20,098","15,560","7,429","4,577",868,17,"221,512","15,105","21,829","24,775","24,082","34,997","43,058","34,292","14,930","7,296","1,128",20,"114,582","114,582","7,789","11,263","14,230","12,932","18,009","22,588","17,902","7,203","2,454",211,1.0,"106,930","106,930","7,316","10,566","10,545","11,150","16,988","20,470","16,390","7,727","4,842",917,19,"218,997","13,769","21,322","23,279","23,152","33,490","43,499","35,798","15,917","7,572","1,173",26,"113,351","113,351","7,100","10,980","13,299","12,620","17,372","22,648","18,763","7,752","2,589",225,3.0,"105,646","105,646","6,669","10,342","9,980","10,532","16,118","20,851","17,035","8,165","4,983",948,23,"218,806","12,736","21,026","22,470","23,283","32,084","43,676","37,361","17,104","7,726","1,317",23,"113,337","113,337","6,523","10,824","12,879","12,780","16,710","22,598","19,607","8,487","2,678",248,3.0,"105,469","105,469","6,213","10,202","9,591","10,503","15,374","21,078","17,754","8,617","5,048","1,069",20
