,행정구역,2019년_계_총인구수,2019년_계_0~9세,2019년_계_10~19세,2019년_계_20~29세,2019년_계_30~39세,2019년_계_40~49세,2019년_계_50~59세,2019년_계_60~69세,2019년_계_70~79세,2019년_계_80~89세,2019년_계_90~99세,2019년_계_100세 이상,2019년_남_총인구수,2019년_남_연령구간인구수,2019년_남_0~9세,2019년_남_10~19세,2019년_남_20~29세,2019년_남_30~39세,2019년_남_40~49세,2019년_남_50~59세,2019년_남_60~69세,2019년_남_70~79세,2019년_남_80~89세,2019년_남_90~99세,2019년_남_100세 이상,2019년_여_총인구수,2019년_여_연령구간인구수,2019년_여_0~9세,2019년_여_10~19세,2019년_여_20~29세,2019년_여_30~39세,2019년_여_40~49세,2019년_여_50~59세,2019년_여_60~69세,2019년_여_70~79세,2019년_여_80~89세,2019년_여_90~99세,2019년_여_100세 이상,2020년_계_총인구수,2020년_계_0~9세,2020년_계_10~19세,2020년_계_20~29세,2020년_계_30~39세,2020년_계_40~49세,2020년_계_50~59세,2020년_계_60~69세,2020년_계_70~79세,2020년_계_80~89세,2020년_계_90~99세,2020년_계_100세 이상,2020년_남_총인구수,2020년_남_연령구간인구수,2020년_남_0~9세,2020년_남_10~19세,2020년_남_20~29세,2020년_남_30~39세,2020년_남_40~49세,2020년_남_50~59세,2020년_남_60~69세,2020년_남_70~79세,2020년_남_80~89세,2020년_남_90~99세,2020년_남_100세 이상,2020년_여_총인구수,2020년_여_연령구간인구수,2020년_여_0~9세,2020년_여_10~19세,2020년_여_20~29세,2020년_여_30~39세,2020년_여_40~49세,2020년_여_50~59세,2020년_여_60~69세,2020년_여_70~79세,2020년_여_80~89세,2020년_여_90~99세,2020년_여_100세 이상,2021년_계_총인구수,2021년_계_0~9세,2021년_계_10~19세,2021년_계_20~29세,2021년_계_30~39세,2021년_계_40~49세,2021년_계_50~59세,2021년_계_60~69세,2021년_계_70~79세,2021년_계_80~89세,2021년_계_90~99세,2021년_계_100세 이상,2021년_남_총인구수,2021년_남_연령구간인구수,2021년_남_0~9세,2021년_남_10~19세,2021년_남_20~29세,2021년_남_30~39세,2021년_남_40~49세,2021년_남_50~59세,2021년_남_60~69세,2021년_남_70~79세,2021년_남_80~89세,2021년_남_90~99세,2021년_남_100세 이상,2021년_여_총인구수,2021년_여_연령구간인구수,2021년_여_0~9세,2021년_여_10~19세,2021년_여_20~29세,2021년_여_30~39세,2021년_여_40~49세,2021년_여_50~59세,2021년_여_60~69세,2021년_여_70~79세,2021년_여_80~89세,2021년_여_90~99세,2021년_여_100세 이상,2022년_계_총인구수,2022년_계_0~9세,2022년_계_10~19세,2022년_계_20~29세,2022년_계_30~39세,2022년_계_40~49세,2022년_계_50~59세,2022년_계_60~69세,2022년_계_70~79세,2022년_계_80~89세,2022년_계_90~99세,2022년_계_100세 이상,2022년_남_총인구수,2022년_남_연령구간인구수,2022년_남_0~9세,2022년_남_10~19세,2022년_남_20~29세,2022년_남_30~39세,2022년_남_40~49세,2022년_남_50~59세,2022년_남_60~69세,2022년_남_70~79세,2022년_남_80~89세,2022년_남_90~99세,2022년_남_100세 이상,2022년_여_총인구수,2022년_여_연령구간인구수,2022년_여_0~9세,2022년_여_10~19세,2022년_여_20~29세,2022년_여_30~39세,2022년_여_40~49세,2022년_여_50~59세,2022년_여_60~69세,2022년_여_70~79세,2022년_여_80~89세,2022년_여_90~99세,2022년_여_100세 이상,2023년_계_총인구수,2023년_계_0~9세,2023년_계_10~19세,2023년_계_20~29세,2023년_계_30~39세,2023년_계_40~49세,2023년_계_50~59세,2023년_계_60~69세,2023년_계_70~79세,2023년_계_80~89세,2023년_계_90~99세,2023년_계_100세 이상,2023년_남_총인구수,2023년_남_연령구간인구수,2023년_남_0~9세,2023년_남_10~19세,2023년_남_20~29세,2023년_남_30~39세,2023년_남_40~49세,2023년_남_50~59세,2023년_남_60~69세,2023년_남_70~79세,2023년_남_80~89세,2023년_남_90~99세,2023년_남_100세 이상,2023년_여_총인구수,2023년_여_연령구간인구수,2023년_여_0~9세,2023년_여_10~19세,2023년_여_20~29세,2023년_여_30~39세,2023년_여_40~49세,2023년_여_50~59세,2023년_여_60~69세,2023년_여_70~79세,2023년_여_80~89세,2023년_여_90~99세,2023년_여_100세 이상,2024년_계_총인구수,2024년_계_0~9세,2024년_계_10~19세,2024년_계_20~29세,2024년_계_30~39세,2024년_계_40~49세,2024년_계_50~59세,2024년_계_60~69세,2024년_계_70~79세,2024년_계_80~89세,2024년_계_90~99세,2024년_계_100세 이상,2024년_남_총인구수,2024년_남_연령구간인구수,2024년_남_0~9세,2024년_남_10~19세,2024년_남_20~29세,2024년_남_30~39세,2024년_남_40~49세,2024년_남_50~59세,2024년_남_60~69세,2024년_남_70~79세,2024년_남_80~89세,2024년_남_90~99세,2024년_남_100세 이상,2024년_여_총인구수,2024년_여_연령구간인구수,2024년_여_0~9세,2024년_여_10~19세,2024년_여_20~29세,2024년_여_30~39세,2024년_여_40~49세,2024년_여_50~59세,2024년_여_60~69세,2024년_여_70~79세,2024년_여_80~89세,2024년_여_90~99세,2024년_여_100세 이상
143,경기도 가평군 (4182000000),"62,415","3,607","4,857","6,174","5,992","8,097","11,668","11,209","6,793","3,479",494,45,"32,042","32,042","1,796","2,567","3,490","3,205","4,381","6,148","5,793","3,189","1,322",133,18,"30,373","30,373","1,811","2,290","2,684","2,787","3,716","5,520","5,416","3,604","2,157",361,27,"62,377","3,344","4,634","6,212","5,742","7,910","11,364","12,108","6,833","3,651",529,50,"32,156","32,156","1,663","2,466","3,575","3,114","4,257","6,023","6,251","3,226","1,417",144,20,"30,221","30,221","1,681","2,168","2,637","2,628","3,653","5,341","5,857","3,607","2,234",385,30,"62,264","3,155","4,458","6,125","5,504","7,780","11,107","13,020","6,714","3,855",525,21,"32,129","32,129","1,576","2,321","3,565","3,010","4,191","5,888","6,730","3,202","1,498",142,6.0,"30,135","30,135","1,579","2,137","2,560","2,494","3,589","5,219","6,290","3,512","2,357",383,15,"62,150","2,901","4,429","5,920","5,400","7,569","10,891","13,344","7,095","4,018",566,17,"32,102","32,102","1,479","2,261","3,438","2,969","4,064","5,811","6,879","3,451","1,590",154,6.0,"30,048","30,048","1,422","2,168","2,482","2,431","3,505","5,080","6,465","3,644","2,428",412,11,"62,302","2,763","4,349","5,700","5,437","7,459","10,845","13,605","7,427","4,091",607,19,"32,137","32,137","1,409","2,213","3,292","3,006","3,971","5,778","7,043","3,634","1,616",169,6.0,"30,165","30,165","1,354","2,136","2,408","2,431","3,488","5,067","6,562","3,793","2,475",438,13,"62,527","2,651","4,205","5,548","5,518","7,066","10,744","13,935","7,968","4,213",654,25,"32,194","32,194","1,345","2,150","3,179","3,041","3,742","5,734","7,209","3,914","1,697",177,6.0,"30,333","30,333","1,306","2,055","2,369","2,477","3,324","5,010","6,726","4,054","2,516",477,19
144,경기도 양평군 (4183000000),"116,874","7,620","9,758","10,456","11,218","16,328","21,018","20,964","12,635","5,916",901,60,"58,654","58,654","3,899","5,197","5,694","5,651","8,428","10,776","10,401","6,177","2,190",228,13,"58,220","58,220","3,721","4,561","4,762","5,567","7,900","10,242","10,563","6,458","3,726",673,47,"118,810","7,298","9,708","10,597","10,775","16,312","20,910","22,804","13,062","6,268","1,012",64,"59,563","59,563","3,732","5,103","5,867","5,431","8,302","10,734","11,340","6,392","2,413",236,13,"59,247","59,247","3,566","4,605","4,730","5,344","8,010","10,176","11,464","6,670","3,855",776,51,"121,230","7,074","9,720","10,589","10,701","16,311","20,936","24,897","13,200","6,724","1,042",36,"60,846","60,846","3,633","5,085","5,907","5,431","8,262","10,754","12,418","6,506","2,602",242,6.0,"60,384","60,384","3,441","4,635","4,682","5,270","8,049","10,182","12,479","6,694","4,122",800,30,"122,323","6,631","9,853","10,125","10,391","16,149","21,091","25,659","14,075","7,223","1,100",26,"61,495","61,495","3,406","5,176","5,623","5,397","8,102","10,823","12,829","6,974","2,898",264,3.0,"60,828","60,828","3,225","4,677","4,502","4,994","8,047","10,268","12,830","7,101","4,325",836,23,"125,238","6,482","9,996","9,822","10,549","16,122","21,442","26,918","15,047","7,635","1,194",31,"62,801","62,801","3,328","5,232","5,410","5,474","8,075","10,890","13,514","7,494","3,103",277,4.0,"62,437","62,437","3,154","4,764","4,412","5,075","8,047","10,552","13,404","7,553","4,532",917,27,"126,804","6,096","9,909","9,432","10,717","15,795","21,585","27,750","16,186","7,934","1,365",35,"63,574","63,574","3,089","5,160","5,247","5,598","7,923","10,948","13,923","8,076","3,278",328,4.0,"63,230","63,230","3,007","4,749","4,185","5,119","7,872","10,637","13,827","8,110","4,656","1,037",31
146,동해출장소  (4210500000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,강원도 춘천시 (4211000000),"281,291","22,272","27,974","36,965","34,841","42,827","46,998","35,350","21,244","10,941","1,769",110,"138,700","138,700","11,408","14,557","19,614","17,621","21,262","23,444","17,142","9,264","3,919",423,46,"142,591","142,591","10,864","13,417","17,351","17,220","21,565","23,554","18,208","11,980","7,022","1,346",64,"282,765","21,669","26,937","37,345","34,254","42,476","47,024","38,227","21,021","11,775","1,918",119,"139,576","139,576","11,116","13,987","19,930","17,487","20,992","23,596","18,484","9,214","4,251",470,49,"143,189","143,189","10,553","12,950","17,415","16,767","21,484","23,428","19,743","11,807","7,524","1,448",70,"284,594","20,826","26,476","37,437","34,379","41,949","46,820","41,669","20,395","12,627","1,953",63,"140,584","140,584","10,674","13,788","20,039","17,625","20,733","23,571","20,132","8,956","4,576",470,20.0,"144,010","144,010","10,152","12,688","17,398","16,754","21,216","23,249","21,537","11,439","8,051","1,483",43,"286,664","20,035","26,339","37,416","34,393","41,649","46,775","43,213","21,300","13,474","2,013",57,"141,490","141,490","10,228","13,633","20,027","17,757","20,493","23,549","20,927","9,458","4,908",494,16.0,"145,174","145,174","9,807","12,706","17,389","16,636","21,156","23,226","22,286","11,842","8,566","1,519",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,강원도 원주시 (4213000000),"349,215","28,801","36,767","45,028","45,276","57,401","60,168","41,171","21,514","11,357","1,626",106,"173,425","173,425","14,667","19,115","23,905","22,940","28,430","30,272","20,342","9,458","3,901",374,21,"175,790","175,790","14,134","17,652","21,123","22,336","28,971","29,896","20,829","12,056","7,456","1,252",85,"354,376","28,302","35,918","45,576","45,323","57,215","60,829","45,593","21,636","12,062","1,810",112,"175,939","175,939","14,424","18,628","24,281","23,037","28,219","30,560","22,561","9,586","4,204",410,29,"178,437","178,437","13,878","17,290","21,295","22,286","28,996","30,269","23,032","12,050","7,858","1,400",83,"357,757","27,420","35,362","44,938","45,429","56,864","61,255","50,069","21,409","12,978","1,978",55,"177,396","177,396","13,933","18,275","23,959","23,135","27,972","30,685","24,863","9,570","4,556",441,7.0,"180,361","180,361","13,487","17,087","20,979","22,294","28,892","30,570","25,206","11,839","8,422","1,537",48,"360,807","26,437","35,196","43,982","45,454","56,740","61,580","52,270","23,152","13,855","2,087",54,"178,880","178,880","13,530","18,105","23,492","23,125","27,910","30,863","25,909","10,538","4,941",459,8.0,"181,927","181,927","12,907","17,091","20,490","22,329","28,830","30,717","26,361","12,614","8,914","1,628",46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,강원도 강릉시 (4215000000),"213,442","14,037","20,214","25,401","22,294","32,932","36,860","31,407","19,431","9,262","1,504",100,"105,893","105,893","7,274","10,578","13,894","11,589","16,863","18,415","15,014","8,680","3,256",303,27,"107,549","107,549","6,763","9,636","11,507","10,705","16,069","18,445","16,393","10,751","6,006","1,201",73,"213,321","13,488","18,974","25,201","21,691","32,357","36,652","33,706","19,586","9,908","1,649",109,"105,794","105,794","6,966","9,958","13,805","11,408","16,473","18,387","16,137","8,727","3,573",331,29,"107,527","107,527","6,522","9,016","11,396","10,283","15,884","18,265","17,569","10,859","6,335","1,318",80,"212,965","12,837","18,449","24,560","21,221","31,762","36,670","35,766","19,512","10,438","1,698",52,"105,667","105,667","6,617","9,692","13,449","11,218","16,190","18,543","17,084","8,746","3,785",333,10.0,"107,298","107,298","6,220","8,757","11,111","10,003","15,572","18,127","18,682","10,766","6,653","1,365",42,"211,381","12,142","18,011","23,804","20,625","30,918","36,193","36,456","20,278","11,148","1,751",55,"104,845","104,845","6,287","9,430","13,107","10,976","15,624","18,404","17,450","9,135","4,057",368,7.0,"106,536","106,536","5,855","8,581","10,697","9,649","15,294","17,789","19,006","11,143","7,091","1,383",48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,강원도 동해시 (4217000000),"90,522","6,876","9,084","9,437","9,555","14,897","15,706","12,961","7,982","3,530",465,29,"45,845","45,845","3,543","4,737","5,525","5,018","7,784","8,060","6,237","3,587","1,248",96,10,"44,677","44,677","3,333","4,347","3,912","4,537","7,113","7,646","6,724","4,395","2,282",369,19,"90,593","6,625","8,817","9,419","9,233","14,569","15,638","13,905","8,082","3,750",524,31,"45,991","45,991","3,414","4,589","5,560","4,941","7,580","8,073","6,719","3,654","1,341",111,9,"44,602","44,602","3,211","4,228","3,859","4,292","6,989","7,565","7,186","4,428","2,409",413,22,"90,081","6,272","8,535","9,361","8,677","14,228","15,731","14,679","7,994","4,008",584,12,"45,795","45,795","3,229","4,449","5,520","4,680","7,413","8,191","7,096","3,624","1,476",116,1.0,"44,286","44,286","3,043","4,086","3,841","3,997","6,815","7,540","7,583","4,370","2,532",468,11,"89,426","5,828","8,442","8,928","8,419","13,868","15,652","15,095","8,244","4,343",595,12,"45,423","45,423","2,988","4,406","5,233","4,572","7,203","8,198","7,337","3,744","1,625",114,3.0,"44,003","44,003","2,840","4,036","3,695","3,847","6,665","7,454","7,758","4,500","2,718",481,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,강원도 태백시 (4219000000),"43,866","2,862","4,060","3,859","4,224","6,655","7,610","7,483","4,853","1,959",245,56,"22,168","22,168","1,456","2,139","2,173","2,218","3,559","4,035","3,645","2,157",712,50,24,"21,698","21,698","1,406","1,921","1,686","2,006","3,096","3,575","3,838","2,696","1,247",195,32,"42,719","2,574","3,831","3,679","3,779","6,434","7,376","7,682","4,924","2,093",282,65,"21,640","21,640","1,338","1,994","2,114","1,988","3,432","3,940","3,786","2,209",748,64,27,"21,079","21,079","1,236","1,837","1,565","1,791","3,002","3,436","3,896","2,715","1,345",218,38,"40,844","2,301","3,665","3,452","3,296","6,095","6,981","7,804","4,789","2,204",255,2,"20,656","20,656","1,218","1,889","1,994","1,750","3,244","3,776","3,833","2,103",796,53,0.0,"20,188","20,188","1,083","1,776","1,458","1,546","2,851","3,205","3,971","2,686","1,408",202,2,"39,428","2,007","3,556","3,210","2,983","5,781","6,874","7,690","4,783","2,326",212,6,"19,881","19,881","1,074","1,848","1,848","1,605","3,031","3,713","3,814","2,099",819,29,1.0,"19,547","19,547",933,"1,708","1,362","1,378","2,750","3,161","3,876","2,684","1,507",183,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,강원도 속초시 (4221000000),"81,786","5,961","7,772","8,912","9,292","12,650","15,219","11,679","6,705","2,980",583,33,"40,420","40,420","3,000","4,026","5,027","4,917","6,271","7,470","5,678","2,916",966,136,13,"41,366","41,366","2,961","3,746","3,885","4,375","6,379","7,749","6,001","3,789","2,014",447,20,"82,665","5,859","7,478","9,018","9,199","12,482","15,176","12,798","6,804","3,202",617,32,"40,965","40,965","2,981","3,863","5,094","4,928","6,211","7,492","6,188","2,977","1,091",127,13,"41,700","41,700","2,878","3,615","3,924","4,271","6,271","7,684","6,610","3,827","2,111",490,19,"82,791","5,621","7,220","8,958","9,112","12,149","15,068","13,878","6,770","3,395",608,12,"41,080","41,080","2,850","3,758","5,067","4,919","6,073","7,450","6,729","2,932","1,196",105,1.0,"41,711","41,711","2,771","3,462","3,891","4,193","6,076","7,618","7,149","3,838","2,199",503,11,"82,806","5,398","7,054","8,647","9,115","12,005","15,045","14,332","6,970","3,626",604,10,"41,037","41,037","2,745","3,632","4,879","4,985","5,966","7,423","6,947","3,044","1,298",115,3.0,"41,769","41,769","2,653","3,422","3,768","4,130","6,039","7,622","7,385","3,926","2,328",489,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,강원도 삼척시 (4223000000),"67,228","4,139","5,610","7,935","6,344","9,332","11,767","10,556","7,200","3,775",524,46,"34,038","34,038","2,112","2,958","4,433","3,379","5,195","6,215","5,260","3,134","1,241",99,12,"33,190","33,190","2,027","2,652","3,502","2,965","4,137","5,552","5,296","4,066","2,534",425,34,"65,243","3,861","5,134","7,236","5,795","8,923","11,331","11,167","7,187","3,976",582,51,"33,011","33,011","1,962","2,665","4,042","3,143","4,910","6,081","5,577","3,179","1,328",112,12,"32,232","32,232","1,899","2,469","3,194","2,652","4,013","5,250","5,590","4,008","2,648",470,39,"63,429","3,524","5,018","6,721","5,210","8,497","10,920","11,843","6,992","4,074",614,16,"32,043","32,043","1,795","2,572","3,747","2,812","4,635","5,951","5,957","3,113","1,332",129,0.0,"31,386","31,386","1,729","2,446","2,974","2,398","3,862","4,969","5,886","3,879","2,742",485,16,"63,455","3,394","5,010","6,736","5,082","8,313","10,742","12,088","7,103","4,290",679,18,"32,156","32,156","1,728","2,583","3,798","2,734","4,505","5,880","6,129","3,257","1,404",138,0.0,"31,299","31,299","1,666","2,427","2,938","2,348","3,808","4,862","5,959","3,846","2,886",541,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,강원도 홍천군 (4272000000),"69,150","4,061","5,529","6,583","6,330","8,567","13,124","12,828","7,344","4,180",567,37,"35,359","35,359","2,033","2,858","3,838","3,436","4,613","6,833","6,715","3,417","1,450",158,8,"33,791","33,791","2,028","2,671","2,745","2,894","3,954","6,291","6,113","3,927","2,730",409,29,"69,242","3,800","5,180","6,875","6,139","8,297","12,754","13,820","7,310","4,387",637,43,"35,663","35,663","1,911","2,673","4,185","3,367","4,457","6,711","7,181","3,441","1,559",171,7,"33,579","33,579","1,889","2,507","2,690","2,772","3,840","6,043","6,639","3,869","2,828",466,36,"68,365","3,535","4,962","6,495","5,720","7,973","12,122","15,114","7,104","4,657",661,22,"35,184","35,184","1,811","2,503","3,938","3,114","4,261","6,436","7,881","3,401","1,676",161,2.0,"33,181","33,181","1,724","2,459","2,557","2,606","3,712","5,686","7,233","3,703","2,981",500,20,"67,977","3,381","4,752","6,126","5,632","7,706","11,737","15,465","7,615","4,842",698,23,"34,954","34,954","1,722","2,414","3,683","3,091","4,117","6,208","8,027","3,769","1,760",161,2.0,"33,023","33,023","1,659","2,338","2,443","2,541","3,589","5,529","7,438","3,846","3,082",537,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,강원도 횡성군 (4273000000),"46,575","2,291","3,693","4,045","3,650","5,285","9,045","9,337","5,649","3,081",469,30,"23,785","23,785","1,188","1,928","2,261","1,934","2,909","4,760","4,868","2,707","1,110",108,12,"22,790","22,790","1,103","1,765","1,784","1,716","2,376","4,285","4,469","2,942","1,971",361,18,"46,472","2,159","3,500","3,851","3,439","5,119","8,739","10,273","5,592","3,242",523,35,"23,822","23,822","1,134","1,833","2,188","1,807","2,852","4,624","5,355","2,696","1,200",123,10,"22,650","22,650","1,025","1,667","1,663","1,632","2,267","4,115","4,918","2,896","2,042",400,25,"46,481","2,108","3,441","3,622","3,240","4,926","8,502","11,158","5,466","3,454",538,26,"23,859","23,859","1,115","1,797","2,085","1,709","2,728","4,514","5,832","2,676","1,285",115,3.0,"22,622","22,622",993,"1,644","1,537","1,531","2,198","3,988","5,326","2,790","2,169",423,23,"46,532","1,992","3,443","3,414","3,142","4,806","8,252","11,459","5,837","3,634",538,15,"23,877","23,877","1,055","1,806","1,964","1,697","2,628","4,371","5,987","2,896","1,373",100,0.0,"22,655","22,655",937,"1,637","1,450","1,445","2,178","3,881","5,472","2,941","2,261",438,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,강원도 영월군 (4275000000),"39,127","1,779","3,032","3,440","3,009","4,882","7,604","7,580","4,924","2,506",324,47,"20,143","20,143",943,"1,618","1,966","1,649","2,707","4,137","3,917","2,220",883,89,14,"18,984","18,984",836,"1,414","1,474","1,360","2,175","3,467","3,663","2,704","1,623",235,33,"38,662","1,677","2,869","3,311","2,780","4,614","7,364","8,091","4,834","2,715",355,52,"19,986","19,986",889,"1,536","1,918","1,518","2,535","4,071","4,224","2,191",989,99,16,"18,676","18,676",788,"1,333","1,393","1,262","2,079","3,293","3,867","2,643","1,726",256,36,"37,904","1,549","2,748","3,136","2,620","4,322","7,097","8,503","4,688","2,858",370,13,"19,626","19,626",820,"1,489","1,818","1,429","2,332","3,950","4,506","2,148","1,029",101,4.0,"18,278","18,278",729,"1,259","1,318","1,191","1,990","3,147","3,997","2,540","1,829",269,9,"37,728","1,467","2,683","2,966","2,492","4,252","6,867","8,720","4,872","3,019",379,11,"19,509","19,509",776,"1,474","1,669","1,390","2,272","3,816","4,641","2,298","1,083",87,3.0,"18,219","18,219",691,"1,209","1,297","1,102","1,980","3,051","4,079","2,574","1,936",292,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,강원도 평창군 (4276000000),"42,106","2,036","3,137","3,468","3,427","5,526","8,400","8,198","5,061","2,470",345,38,"21,550","21,550","1,032","1,650","1,974","1,866","3,041","4,465","4,230","2,331",866,85,10,"20,556","20,556","1,004","1,487","1,494","1,561","2,485","3,935","3,968","2,730","1,604",260,28,"41,681","1,868","2,907","3,415","3,098","5,341","8,080","8,876","4,988","2,701",365,42,"21,321","21,321",920,"1,537","1,992","1,664","2,910","4,323","4,603","2,327",959,75,11,"20,360","20,360",948,"1,370","1,423","1,434","2,431","3,757","4,273","2,661","1,742",290,31,"40,996","1,715","2,724","3,240","2,824","5,053","7,802","9,485","4,877","2,877",382,17,"21,091","21,091",850,"1,445","1,920","1,532","2,775","4,192","4,961","2,301","1,040",73,2.0,"19,905","19,905",865,"1,279","1,320","1,292","2,278","3,610","4,524","2,576","1,837",309,15,"40,990","1,584","2,704","3,104","2,717","4,845","7,644","9,804","5,206","2,960",408,14,"21,176","21,176",779,"1,448","1,872","1,463","2,635","4,124","5,164","2,507","1,100",83,1.0,"19,814","19,814",805,"1,256","1,232","1,254","2,210","3,520","4,640","2,699","1,860",325,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,강원도 정선군 (4277000000),"37,271","1,896","2,694","2,953","3,373","5,102","7,268","6,998","4,551","2,061",329,46,"19,360","19,360",986,"1,395","1,675","1,907","2,956","3,954","3,636","2,064",691,76,20,"17,911","17,911",910,"1,299","1,278","1,466","2,146","3,314","3,362","2,487","1,370",253,26,"36,870","1,736","2,544","2,820","3,078","4,978","6,986","7,575","4,520","2,231",352,50,"19,174","19,174",893,"1,322","1,608","1,724","2,901","3,826","3,991","2,028",781,80,20,"17,696","17,696",843,"1,222","1,212","1,354","2,077","3,160","3,584","2,492","1,450",272,30,"35,675","1,628","2,412","2,625","2,755","4,626","6,682","7,925","4,373","2,312",327,10,"18,565","18,565",835,"1,240","1,532","1,528","2,656","3,744","4,195","1,977",790,65,3.0,"17,110","17,110",793,"1,172","1,093","1,227","1,970","2,938","3,730","2,396","1,522",262,7,"34,931","1,439","2,333","2,490","2,498","4,453","6,473","7,976","4,420","2,505",333,11,"18,264","18,264",732,"1,189","1,481","1,406","2,548","3,688","4,238","2,019",888,72,3.0,"16,667","16,667",707,"1,144","1,009","1,092","1,905","2,785","3,738","2,401","1,617",261,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,강원도 철원군 (4278000000),"45,584","3,446","4,053","6,138","4,876","5,960","7,514","6,277","4,864","2,067",347,42,"23,767","23,767","1,772","2,111","4,036","2,644","3,206","3,987","3,028","2,155",741,77,10,"21,817","21,817","1,674","1,942","2,102","2,232","2,754","3,527","3,249","2,709","1,326",270,32,"44,699","3,365","3,795","5,846","4,687","5,687","7,227","6,726","4,716","2,244",361,45,"23,216","23,216","1,706","1,965","3,789","2,583","3,036","3,857","3,290","2,085",813,81,11,"21,483","21,483","1,659","1,830","2,057","2,104","2,651","3,370","3,436","2,631","1,431",280,34,"43,340","3,155","3,629","5,242","4,496","5,483","6,929","7,159","4,468","2,401",365,13,"22,453","22,453","1,546","1,896","3,389","2,496","2,905","3,695","3,563","1,999",871,91,2.0,"20,887","20,887","1,609","1,733","1,853","2,000","2,578","3,234","3,596","2,469","1,530",274,11,"42,256","2,952","3,408","4,799","4,412","5,161","6,712","7,482","4,383","2,576",361,10,"21,863","21,863","1,461","1,801","3,042","2,485","2,703","3,591","3,806","1,961",915,97,1.0,"20,393","20,393","1,491","1,607","1,757","1,927","2,458","3,121","3,676","2,422","1,661",264,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
